"","phylodist"
"Viverra_civettina",144.2394227485
"Viverra_zibetha",144.2394230439
"Viverra_megaspila",144.2394230439
"Civettictis_civetta",144.2394227489
"Macrogalidia_musschenbroekii",144.2394192119
"Cynogale_bennettii",144.2394186218
"Hemigalus_derbyanus",144.2394177368
"Diplogale_hosei",144.2394177368
"Chrotogale_owstoni",144.2394186218
"Arctogalidia_trivirgata",144.2394200959
"Paradoxurus_hermaphroditus",144.2394189159
"Paradoxurus_stenocephalus",144.2394192105
"Paradoxurus_zeylonensis",144.2394192105
"Paradoxurus_jerdoni",144.2394192109
"Paguma_larvata",144.2394200959
"Arctictis_binturong",144.2394200959
"Prionodon_pardicolor",144.239421866
"Prionodon_linsang",144.239421866
"Neofelis_nebulosa",144.239422456
"Neofelis_diardi",144.239422456
"Panthera_tigris",144.239422456
"Panthera_onca",144.2394224566
"Panthera_uncia",144.2394224564
"Panthera_pardus",144.2394224564
"Panthera_leo",144.2394224564
"Leptailurus_serval",144.239422574
"Smilodon_populator",144.239422574
"Caracal_caracal",144.2394226629
"Caracal_aurata",144.2394226629
"Lynx_rufus",144.2394227512
"Lynx_lynx",144.2394227512
"Lynx_pardinus",144.2394227514
"Lynx_canadensis",144.2394227514
"Catopuma_temminckii",144.2394227513
"Pardofelis_marmorata",144.2394230459
"Catopuma_badia",144.2394230459
"Acinonyx_jubatus",144.2394242247
"Puma_concolor",144.2394230164
"Homotherium_serum",144.2394230164
"Miracinonyx_trumani",144.2394230463
"Herpailurus_yagouaroundi",144.2394230463
"Leopardus_jacobita",144.2394229572
"Leopardus_wiedii",144.239422692
"Leopardus_pardalis",144.239422692
"Leopardus_geoffroyi",144.2394223677
"Leopardus_guigna",144.23942248564
"Leopardus_tigrinus",144.23942248564
"Leopardus_colocolo",144.2394226628
"Prionailurus_planiceps",144.2394226629
"Prionailurus_bengalensis",144.2394226629
"Prionailurus_viverrinus",144.2394227222
"Prionailurus_rubiginosus",144.2394227222
"Otocolobus_manul",144.2394235472
"Felis_nigripes",144.2394229576
"Felis_chaus",144.2394229576
"Felis_margarita",144.2394232525
"Felis_bieti",144.2394232525
"Felis_catus",144.2394232526
"Felis_silvestris",144.2394232526
"Hippidion_saldiasi",144.2394306569
"Hippidion_principale",144.2394306569
"Equus_caballus",144.239433229
"Equus_ferus",144.239433229
"Equus_neogeus",144.2394312125
"Equus_africanus",144.239432927
"Equus_hemionus",144.2394326242
"Equus_kiang",144.2394326242
"Equus_ovodovi",144.2394329267
"Equus_capensis",144.2394329267
"Equus_quagga",144.2394325237
"Equus_grevyi",144.2394325237
"Equus_zebra",144.2394325235
"Tapirus_indicus",144.239426373
"Tapirus_terrestris",144.239426461992
"Tapirus_pinchaque",144.239426461992
"Tapirus_kabomani",144.2394263713
"Tapirus_bairdii",144.239426371
"Rhinoceros_unicornis",144.2394314085
"Rhinoceros_sondaicus",144.2394314085
"Dicerorhinus_sumatrensis",144.2394314085
"Coelodonta_antiquitatis",144.2394314085
"Diceros_bicornis",144.23943141
"Ceratotherium_simum",144.23943141
"Vicugna_pacos",144.239382782
"Vicugna_vicugna",144.239382782
"Lama_guanicoe",144.2393827819
"Lama_glama",144.2393827819
"Camelus_dromedarius",144.239382453
"Camelus_ferus",144.2393824529
"Camelus_bactrianus",144.2393824529
"Tayassu_pecari",144.239398264
"Pecari_tajacu",144.239398264
"Catagonus_wagneri",144.239398593
"Porcula_salvania",144.239398593
"Sus_bucculentus",144.239397606
"Sus_ahoenobarbus",144.239397606
"Sus_celebensis",144.239397606
"Sus_philippensis",144.2393976059
"Sus_cebifrons",144.2393976059
"Sus_scrofa",144.2393976058
"Sus_verrucosus",144.239397573
"Sus_oliveri",144.2393977377
"Sus_barbatus",144.2393977377
"Potamochoerus_porcus",144.239397606
"Potamochoerus_larvatus",144.239397606
"Phacochoerus_africanus",144.239396946
"Phacochoerus_aethiopicus",144.239397935
"Hylochoerus_meinertzhageni",144.239397935
"Babyrousa_togeanensis",144.239397935
"Babyrousa_babyrussa",144.2393977041
"Babyrousa_celebensis",144.2393977041
"Hippopotamus_amphibius",144.2393949705
"Hippopotamus_lemerlei",144.2393949705
"Hippopotamus_guldbergi",144.239394971
"Choeropsis_liberiensis",144.2393953
"Indopacetus_pacificus",144.239395294
"Physeter_macrocephalus",144.23939892
"Mesoplodon_perrini",144.239399578
"Mesoplodon_ginkgodens",144.239399578
"Kogia_sima",144.239401226
"Kogia_breviceps",144.239401226
"Platanista_gangetica",144.2393962891
"Tasmacetus_shepherdi",144.2393962845
"Mesoplodon_traversii",144.2393962845
"Mesoplodon_bidens",144.2393962845
"Ziphius_cavirostris",144.2393952951
"Mesoplodon_stejnegeri",144.2393952951
"Mesoplodon_europaeus",144.2393950654
"Mesoplodon_densirostris",144.2393977011
"Mesoplodon_grayi",144.2393977011
"Mesoplodon_mirus",144.2393956248
"Mesoplodon_layardii",144.2393961519
"Mesoplodon_carlhubbsi",144.2393961519
"Mesoplodon_hectori",144.2393971399
"Hyperoodon_planifrons",144.2393962844
"Hyperoodon_ampullatus",144.2393962844
"Berardius_bairdii",144.2393976015
"Berardius_arnuxii",144.2393976015
"Pontoporia_blainvillei",144.2393979321
"Inia_geoffrensis",144.2393959551
"Inia_boliviensis",144.23939565906
"Inia_araguaiaensis",144.23939565906
"Lipotes_vexillifer",144.2393985901
"Phocoenoides_dalli",144.2393981293
"Phocoena_phocoena",144.2393981293
"Phocoena_spinipinnis",144.2393982613
"Phocoena_sinus",144.2393982613
"Phocoena_dioptrica",144.2393981293
"Neophocaena_phocaenoides",144.2393979315
"Neophocaena_asiaeorientalis",144.2393979315
"Monodon_monoceros",144.2393979321
"Delphinapterus_leucas",144.2393979321
"Lagenorhynchus_acutus",144.2393972731
"Lagenorhynchus_albirostris",144.2393976021
"Orcinus_orca",144.2393979317
"Orcaella_heinsohni",144.23939819497
"Orcaella_brevirostris",144.23939819497
"Grampus_griseus",144.23939786597
"Pseudorca_crassidens",144.23939796517
"Peponocephala_electra",144.23939796437
"Globicephala_melas",144.23939809627
"Globicephala_macrorhynchus",144.23939809627
"Feresa_attenuata",144.23939793147
"Steno_bredanensis",144.23939819527
"Sotalia_guianensis",144.23939819547
"Sotalia_fluviatilis",144.23939819547
"Tursiops_truncatus",144.23939819587
"Stenella_attenuata",144.23939806317
"Tursiops_australis",144.23939806367
"Lagenodelphis_hosei",144.23939806367
"Stenella_longirostris",144.23939796449
"Sousa_teuszii",144.23939796469
"Sousa_sahulensis",144.23939796478
"Sousa_chinensis",144.23939796478
"Tursiops_aduncus",144.23939803059
"Stenella_frontalis",144.23939806357
"Stenella_coeruleoalba",144.23939796477
"Stenella_clymene",144.23939796477
"Delphinus_delphis",144.23939786577
"Delphinus_capensis",144.23939786577
"Lagenorhynchus_obscurus",144.23939845897
"Lagenorhynchus_obliquidens",144.23939845897
"Lagenorhynchus_cruciger",144.23939839307
"Lagenorhynchus_australis",144.23939839307
"Cephalorhynchus_hectori",144.23939806357
"Cephalorhynchus_heavisidii",144.23939806357
"Cephalorhynchus_eutropia",144.23939819547
"Cephalorhynchus_commersonii",144.23939819547
"Eschrichtius_robustus",144.2393982608
"Megaptera_novaeangliae",144.2393982608
"Balaenoptera_acutorostrata",144.239397273
"Caperea_marginata",144.239398921
"Eubalaena_australis",144.239398591
"Eubalaena_glacialis",144.2393994805
"Eubalaena_japonica",144.2393984926
"Mesoplodon_peruvianus",144.2393986237
"Lissodelphis_peronii",144.2393986898
"Lissodelphis_borealis",144.2393986898
"Balaenoptera_physalus",144.23939819624
"Balaenoptera_musculus",144.23939819614
"Mesoplodon_bowdoini",144.23939819614
"Balaenoptera_omurai",144.23939822844
"Balaenoptera_edeni",144.23939822854
"Balaenoptera_borealis",144.23939822854
"Balaenoptera_bonaerensis",144.2393982942
"Balaena_mysticetus",144.2393983274
"Moschiola_indica",144.239396291
"Moschiola_meminna",144.239396291
"Moschiola_kathygre",144.239396291
"Tragulus_williamsoni",144.239395304
"Tragulus_nigricans",144.239395304
"Tragulus_javanicus",144.239395963
"Tragulus_versicolor",144.2393959637
"Tragulus_kanchil",144.2393959637
"Tragulus_napu",144.239395305
"Hyemoschus_aquaticus",144.239395301
"Okapia_johnstoni",144.239400897
"Giraffa_camelopardalis",144.239400897
"Antilocapra_americana",144.239397607
"Muntiacus_reevesi",144.2393967459
"Muntiacus_gongshanensis",144.2393967459
"Muntiacus_feae",144.2393967453
"Muntiacus_crinifrons",144.2393967453
"Muntiacus_atherodes",144.2393964157
"Muntiacus_muntjak",144.2393964157
"Muntiacus_putaoensis",144.23939658081
"Muntiacus_truongsonensis",144.23939664009
"Muntiacus_montanus",144.23939664009
"Muntiacus_rooseveltorum",144.23939658073
"Muntiacus_puhoatensis",144.23939658073
"Muntiacus_vaginalis",144.2393964825
"Muntiacus_vuquangensis",144.2393964825
"Elaphodus_cephalophus",144.2393976023
"Megaloceros_giganteus",144.2393962846
"Dama_mesopotamica",144.2393962846
"Dama_dama",144.2393962846
"Rucervus_eldii",144.2393962521
"Elaphurus_davidianus",144.2393962521
"Rusa_alfredi",144.2393962852
"Cervus_nippon",144.2393962188
"Cervus_elaphus",144.2393962188
"Cervus_albirostris",144.23939628493
"Cervus_wallichi",144.23939628493
"Rusa_unicolor",144.23939625197
"Rusa_timorensis",144.23939625177
"Rusa_marianna",144.23939625177
"Rucervus_schomburgki",144.2393962839
"Rucervus_duvaucelii",144.2393962839
"Axis_axis",144.2393962843
"Axis_calamianensis",144.2393962837
"Axis_porcinus",144.239396284
"Axis_kuhlii",144.239396284
"Rangifer_tarandus",144.2393976022
"Pudu_mephistophiles",144.2393981947
"Mazama_rufina",144.2393981947
"Mazama_pandora",144.2393962833
"Mazama_nana",144.2393962832
"Mazama_bororo",144.2393962832
"Mazama_americana",144.2393964156
"Mazama_temama",144.2393964153
"Odocoileus_virginianus",144.2393966131
"Odocoileus_hemionus",144.2393966131
"Pudu_puda",144.2393952956
"Ozotoceros_bezoarticus",144.2393969426
"Mazama_bricenii",144.2393969426
"Mazama_nemorivaga",144.239396614
"Mazama_chunyi",144.2393963833
"Mazama_gouazoubira",144.2393963833
"Hippocamelus_bisulcus",144.239396383
"Hippocamelus_antisensis",144.2393967126
"Blastocerus_dichotomus",144.2393957245
"Hydropotes_inermis",144.239396614
"Capreolus_pygargus",144.239396285
"Capreolus_capreolus",144.239396285
"Alces_americanus",144.2393961528
"Alces_alces",144.2393961528
"Moschus_moschiferus",144.2393990885
"Moschus_cupreus",144.2393990885
"Moschus_leucogaster",144.2393992528
"Moschus_fuscus",144.2393992528
"Moschus_chrysogaster",144.2393992529
"Moschus_anhuiensis",144.2393992531
"Moschus_berezovskii",144.2393992531
"Tragelaphus_imberbis",144.2393979319
"Tragelaphus_oryx",144.2393982604
"Tragelaphus_buxtoni",144.2393985905
"Tragelaphus_derbianus",144.2393985905
"Tragelaphus_spekii",144.2393982602
"Tragelaphus_eurycerus",144.2393982602
"Tragelaphus_scriptus",144.2393976012
"Tragelaphus_strepsiceros",144.2393982614
"Tragelaphus_angasii",144.2393992494
"Pseudoryx_nghetinhensis",144.2393995789
"Syncerus_caffer",144.2393979326
"Bubalus_mindorensis",144.2393969446
"Bubalus_quarlesi",144.2393969442
"Bubalus_depressicornis",144.2393969442
"Bubalus_arnee",144.2393972735
"Bos_sauveli",144.2393989202
"Bos_gaurus",144.2393989202
"Bos_taurus",144.23939852457
"Bos_primigenius",144.23939852457
"Bos_indicus",144.2393985246
"Bos_javanicus",144.2393985576
"Bos_frontalis",144.2393985576
"Bison_bonasus",144.2393985581
"Bos_mutus",144.239398756
"Bos_grunniens",144.239398756
"Bison_bison",144.2393987557
"Ammodorcas_clarkei",144.2393966139
"Tetracerus_quadricornis",144.2393966139
"Boselaphus_tragocamelus",144.2393982609
"Nesotragus_moschatus",144.2393969439
"Neotragus_batesi",144.2393969439
"Aepyceros_melampus",144.2393962839
"Pelea_capreolus",144.2393961527
"Redunca_fulvorufula",144.2393964827
"Redunca_redunca",144.2393961529
"Redunca_arundinum",144.2393961529
"Kobus_megaceros",144.2393977997
"Kobus_leche",144.2393977997
"Kobus_vardonii",144.2393977996
"Kobus_kob",144.2393977996
"Kobus_ellipsiprymnus",144.2393987887
"Procapra_picticaudata",144.23939921671
"Procapra_przewalskii",144.23939921631
"Procapra_gutturosa",144.23939921631
"Ourebia_ourebi",144.23939723971
"Raphicerus_melanotis",144.23939658021
"Raphicerus_sharpei",144.23939723921
"Raphicerus_campestris",144.23939723921
"Madoqua_kirkii",144.23939789821
"Madoqua_guentheri",144.23939789821
"Madoqua_piacentinii",144.23939789921
"Madoqua_saltiana",144.23939789921
"Dorcatragus_megalotis",144.23939691021
"Saiga_tatarica",144.23939921671
"Nanger_granti",144.23939812911
"Nanger_soemmerringii",144.23939812911
"Nanger_dama",144.23939812911
"Eudorcas_rufina",144.23939869009
"Eudorcas_rufifrons",144.23939869009
"Eudorcas_albonotata",144.23939869011
"Eudorcas_thomsonii",144.23939845941
"Gazella_gazella",144.23939779961
"Gazella_arabica",144.23939779961
"Gazella_saudiya",144.23939786541
"Gazella_dorcas",144.23939786541
"Gazella_spekei",144.23939780021
"Gazella_cuvieri",144.23939809602
"Gazella_leptoceros",144.23939809602
"Gazella_bennettii",144.23939799721
"Gazella_bilkis",144.23939799721
"Gazella_subgutturosa",144.23939826081
"Antilope_cervicapra",144.23939714101
"Litocranius_walleri",144.23939812911
"Antidorcas_marsupialis",144.23939812911
"Neotragus_pygmaeus",144.23939724071
"Oreotragus_oreotragus",144.23939704281
"Philantomba_monticola",144.23939902081
"Philantomba_walteri",144.23939902081
"Philantomba_maxwellii",144.23939902081
"Cephalophus_zebra",144.23939638381
"Sylvicapra_grimmia",144.23939967881
"Cephalophus_spadix",144.23939836131
"Cephalophus_silvicultor",144.23939836131
"Cephalophus_jentinki",144.23939803171
"Cephalophus_dorsalis",144.23939902021
"Cephalophus_leucogaster",144.23939803121
"Cephalophus_rufilatus",144.23939803161
"Cephalophus_nigrifrons",144.23939803161
"Cephalophus_natalensis",144.23939780059
"Cephalophus_harveyi",144.23939780059
"Cephalophus_niger",144.23939967851
"Cephalophus_weynsi",144.23939803151
"Cephalophus_ogilbyi",144.23939770221
"Cephalophus_callipygus",144.23939770221
"Cephalophus_adersi",144.23939737251
"Pantholops_hodgsonii",144.23939855871
"Ovibos_moschatus",144.23939694431
"Naemorhedus_griseus",144.23939779981
"Naemorhedus_goral",144.23939780021
"Naemorhedus_caudatus",144.23939780021
"Naemorhedus_baileyi",144.23939747081
"Capricornis_crispus",144.23939826171
"Capricornis_swinhoei",144.23939793211
"Capricornis_rubidus",144.23939793201
"Capricornis_milneedwardsii",144.23939793201
"Capricornis_sumatraensis",144.23939793201
"Capricornis_thar",144.23939793201
"Ovis_nivicola",144.23939859191
"Ovis_dalli",144.23939859211
"Ovis_canadensis",144.23939859211
"Ovis_orientalis",144.23939859201
"Ovis_aries",144.23939859201
"Ovis_ammon",144.23939859221
"Nilgiritragus_hylocrius",144.23939826281
"Hemitragus_jemlahicus",144.23939803121
"Capra_sibirica",144.23939803121
"Capra_pyrenaica",144.23939826201
"Capra_ibex",144.23939826201
"Capra_walie",144.23939826231
"Capra_nubiana",144.23939826231
"Capra_cylindricornis",144.23939826231
"Capra_caucasica",144.23939826231
"Capra_falconeri",144.23939829522
"Capra_hircus",144.23939852592
"Capra_aegagrus",144.23939852592
"Pseudois_nayaur",144.23939826171
"Budorcas_taxicolor",144.23939826171
"Myotragus_balearicus",144.23939826221
"Oreamnos_harringtoni",144.23939829481
"Oreamnos_americanus",144.23939829481
"Rupicapra_rupicapra",144.23939862451
"Rupicapra_pyrenaica",144.23939862451
"Arabitragus_jayakari",144.23939786691
"Ammotragus_lervia",144.23939786691
"Connochaetes_taurinus",144.23939756991
"Connochaetes_gnou",144.23939756991
"Damaliscus_pygargus",144.23939691141
"Damaliscus_lunatus",144.23939691141
"Beatragus_hunteri",144.23939658141
"Alcelaphus_buselaphus",144.23939526341
"Hippotragus_niger",144.23939822891
"Hippotragus_leucophaeus",144.23939822891
"Hippotragus_equinus",144.23939757091
"Oryx_dammah",144.23939855861
"Oryx_leucoryx",144.23939855811
"Oryx_gazella",144.23939878901
"Oryx_beisa",144.23939878901
"Addax_nasomaculatus",144.23939855791
"Rhinopoma_microphyllum",144.239407981
"Rhinopoma_hadramauticum",144.239407981
"Rhinopoma_muscatellum",144.2394073395
"Rhinopoma_hardwickii",144.23940751572
"Rhinopoma_macinnesi",144.23940751572
"Craseonycteris_thonglongyai",144.239408301
"Lavia_frons",144.239408301
"Megaderma_spasma",144.2394079817
"Macroderma_gigas",144.2394079817
"Megaderma_lyra",144.2394063731
"Cardioderma_cor",144.2394063731
"Rhinolophus_willardi",144.239408629
"Rhinolophus_guineensis",144.239408629
"Rhinolophus_adami",144.239406706
"Rhinolophus_madurensis",144.239406706
"Rhinolophus_francisi",144.2394092698
"Rhinolophus_alcyone",144.2394092698
"Rhinolophus_landeri",144.239409269
"Rhinolophus_capensis",144.2394070271
"Rhinolophus_swinnyi",144.2394070271
"Rhinolophus_silvestris",144.2394067061
"Rhinolophus_denti",144.2394067061
"Rhinolophus_simulator",144.2394067061
"Rhinolophus_inops",144.2394067061
"Rhinolophus_mehelyi",144.2394068675
"Rhinolophus_euryale",144.2394068674
"Rhinolophus_maendeleo",144.2394068674
"Rhinolophus_shortridgei",144.2394055855
"Rhinolophus_ferrumequinum",144.239408149
"Rhinolophus_clivosus",144.239408149
"Rhinolophus_schnitzleri",144.2394078282
"Rhinolophus_mitratus",144.2394078282
"Rhinolophus_bocharicus",144.2394068663
"Rhinolophus_darlingi",144.2394068663
"Rhinolophus_hildebrandtii",144.239406546
"Rhinolophus_mabuensis",144.2394066421
"Rhinolophus_cohenae",144.23940657798
"Rhinolophus_smithersi",144.23940657798
"Rhinolophus_eloquens",144.2394071875
"Rhinolophus_mossambicus",144.2394071875
"Rhinolophus_fumigatus",144.2394071875
"Rhinolophus_nereis",144.2394068672
"Rhinolophus_ruwenzorii",144.2394084687
"Rhinolophus_rufus",144.2394084689
"Rhinolophus_maclaudi",144.2394084689
"Rhinolophus_keyensis",144.2394075076
"Rhinolophus_xinanzhongguoensis",144.2394075076
"Rhinolophus_sakejiensis",144.239407507
"Rhinolophus_blasii",144.2394071867
"Rhinolophus_montanus",144.2394071867
"Rhinolophus_hilli",144.2394071869
"Rhinolophus_deckenii",144.2394071869
"Rhinolophus_convexus",144.2394089506
"Rhinolophus_yunanensis",144.2394089506
"Rhinolophus_pearsonii",144.2394083086
"Rhinolophus_huananus",144.2394079891
"Rhinolophus_coelophyllus",144.2394086297
"Rhinolophus_shameli",144.2394086297
"Rhinolophus_subrufus",144.239408629
"Rhinolophus_creaghi",144.239408629
"Rhinolophus_arcuatus",144.239408629
"Rhinolophus_euryotis",144.239408629
"Rhinolophus_stheno",144.2394086289
"Rhinolophus_affinis",144.2394091099
"Rhinolophus_ziama",144.2394091099
"Rhinolophus_rouxii",144.2394083088
"Rhinolophus_thomasi",144.2394083089
"Rhinolophus_sinicus",144.2394083089
"Rhinolophus_kahuzi",144.2394068338
"Rhinolophus_acuminatus",144.2394080842
"Rhinolophus_canuti",144.2394077632
"Rhinolophus_malayanus",144.2394077632
"Rhinolophus_cognatus",144.2394079876
"Rhinolophus_pusillus",144.2394083085
"Rhinolophus_lepidus",144.2394083085
"Rhinolophus_borneensis",144.2394079876
"Rhinolophus_robinsoni",144.2394079876
"Rhinolophus_celebensis",144.2394079549
"Rhinolophus_megaphyllus",144.2394076989
"Rhinolophus_philippinensis",144.2394076989
"Rhinolophus_virgo",144.2394076991
"Rhinolophus_hillorum",144.2394076991
"Rhinolophus_subbadius",144.2394083079
"Rhinolophus_rex",144.2394084046
"Rhinolophus_macrotis",144.2394081796
"Rhinolophus_siamensis",144.2394081796
